,0
2021-05-20,100.0
2021-05-21,100.0
2021-05-24,100.0
2021-05-25,100.0
2021-05-26,100.0
2021-05-27,100.0
2021-05-28,100.0
2021-06-01,100.0
2021-06-02,100.0
2021-06-03,100.0
2021-06-04,100.0
2021-06-07,100.0
2021-06-08,100.0
2021-06-09,100.0
2021-06-10,100.0
2021-06-11,100.0
2021-06-14,100.0
2021-06-15,100.0
2021-06-16,100.0
2021-06-17,100.0
2021-06-18,100.0
2021-06-21,100.0
2021-06-22,100.0
2021-06-23,100.0
2021-06-24,100.0
2021-06-25,100.0
2021-06-28,100.0
2021-06-29,100.0
2021-06-30,100.0
2021-07-01,100.0
2021-07-02,100.0
2021-07-06,101.65677893145188
2021-07-07,104.81865771999739
2021-07-08,104.56672733060377
2021-07-09,103.61881970054763
2021-07-12,103.4823291704783
2021-07-13,103.92949129654573
2021-07-14,107.76703250415903
2021-07-15,110.08044904651967
2021-07-16,112.0947430677794
2021-07-19,111.23283244648474
2021-07-20,110.31101014866293
2021-07-21,107.49056773353571
2021-07-22,108.219757613681
2021-07-23,109.87265619997923
2021-07-26,108.4692534706334
2021-07-27,110.56640730065986
2021-07-28,107.60866493388846
2021-07-29,107.47655559068909
2021-07-30,108.30961348475061
2021-08-02,108.86987907122271
2021-08-03,109.42898147504673
2021-08-04,107.92326753722735
2021-08-05,107.09979407915932
2021-08-06,107.06446478612223
2021-08-09,105.45425363986915
2021-08-10,104.95690383002751
2021-08-11,106.1486425940778
2021-08-12,105.82380916195474
2021-08-13,107.60292632318004
2021-08-16,110.80963812729613
2021-08-17,112.11504382548071
2021-08-18,110.24598320745463
2021-08-19,113.27373787849376
2021-08-20,113.2021854760328
2021-08-23,110.05227352215661
2021-08-24,108.80101648781557
2021-08-25,108.45736843190788
2021-08-26,109.0111290274771
2021-08-27,107.32881734464131
2021-08-30,108.26210040401756
2021-08-31,107.55920569671719
2021-09-01,108.66544668804067
2021-09-02,108.30228214977258
2021-09-03,108.36351385852237
2021-09-07,106.64737965479402
2021-09-08,109.54184842784521
2021-09-09,108.50093944240251
2021-09-10,108.20647256814436
2021-09-13,106.79683970356923
2021-09-14,107.53479415998804
2021-09-15,106.25580625127319
2021-09-16,105.82612578466743
2021-09-17,104.78937395793714
2021-09-20,106.53816558669892
2021-09-21,107.421810473751
2021-09-22,106.556449404121
2021-09-23,105.8582268244265
2021-09-24,105.90773968613743
2021-09-27,103.26568872155998
2021-09-28,102.70846764330206
2021-09-29,104.23465721255594
2021-09-30,103.41523234532816
2021-10-01,103.50906323637768
2021-10-04,103.53827669324946
2021-10-05,104.14817281751024
2021-10-06,105.23515089323325
2021-10-07,104.35676198454703
2021-10-08,104.33515172045658
2021-10-11,105.16165985440661
2021-10-12,105.71062355789763
2021-10-13,106.61110464037232
2021-10-14,107.03383796780012
2021-10-15,106.23738091011771
2021-10-18,106.04458420360257
2021-10-19,106.1235159508476
2021-10-20,106.56096767284969
2021-10-21,107.22140082569028
2021-10-22,108.6012999001857
2021-10-25,108.17467714997939
2021-10-26,108.03870146261171
2021-10-27,106.95042903930167
2021-10-28,107.8132808150056
2021-10-29,107.81297912195443
2021-11-01,106.4881222973243
2021-11-02,106.87454825553652
2021-11-03,106.54857736328401
2021-11-04,106.11812968363724
2021-11-05,101.03657989818579
2021-11-08,101.51670783681985
2021-11-09,101.79212806356503
2021-11-10,102.52585919691606
2021-11-11,101.44183150811568
2021-11-12,102.35436508668154
2021-11-15,102.66380996869498
2021-11-16,103.83093264174359
2021-11-17,104.08725286017751
2021-11-18,104.29023512081254
2021-11-19,106.50362117543752
2021-11-22,104.17546828142768
2021-11-23,104.10396064717865
2021-11-24,105.18038489200838
2021-11-26,107.17765631507537
2021-11-29,109.68459096814851
2021-11-30,107.65519912756868
2021-12-01,109.27336792415626
2021-12-02,110.43824189238406
2021-12-03,111.38322609055888
2021-12-06,112.09122401590491
2021-12-07,112.14476023488443
2021-12-08,111.38214925228299
2021-12-09,113.45112515884705
2021-12-10,115.2816552774002
2021-12-13,118.0396652052261
2021-12-14,116.68836507085788
2021-12-15,117.53183067999015
2021-12-16,119.7929148865941
2021-12-17,115.53018115200895
2021-12-20,115.95832617344544
2021-12-21,112.77118522779469
2021-12-22,113.17180193040191
2021-12-23,113.01759054986393
2021-12-27,114.99841034690606
2021-12-28,116.08799650293312
2021-12-29,117.24707667404174
2021-12-30,117.08949202612568
2021-12-31,118.1865250492709
2022-01-03,113.62278581059209
2022-01-04,112.94739706360505
2022-01-05,113.89689461314263
2022-01-06,113.45203584037965
2022-01-07,108.79238100619567
2022-01-10,108.75843033843188
2022-01-11,108.21502074895437
2022-01-12,109.79546445377848
2022-01-13,108.0300957813067
2022-01-14,107.80998128532248
2022-01-18,110.94347674400525
2022-01-19,112.21372553600169
2022-01-20,113.56250213608202
2022-01-21,116.97185744013116
2022-01-24,115.47999879920391
2022-01-25,116.35419904592135
2022-01-26,117.2717141989666
2022-01-27,117.10207173070881
2022-01-28,116.48099015234527
2022-01-31,113.44468674263176
2022-02-01,111.78191916081661
2022-02-02,115.07568011335368
2022-02-03,116.56623305319279
2022-02-04,115.1138564921603
2022-02-07,116.81562422583487
2022-02-08,118.17068765264514
2022-02-09,115.88110769685592
2022-02-10,115.16738593083943
2022-02-11,115.50165098902218
2022-02-14,115.5103447118341
2022-02-15,117.20732013154203
2022-02-16,117.6194205035895
2022-02-17,117.30634894051279
2022-02-18,115.31080298685166
2022-02-22,115.28117969898462
2022-02-23,112.35377148291252
2022-02-24,114.206735553044
2022-02-25,118.67507864881004
2022-02-28,118.72718394310785
2022-03-01,117.95611430942078
2022-03-02,118.25140202347697
2022-03-03,120.26931636637381
2022-03-04,121.72965113051073
2022-03-07,121.94645029739722
2022-03-08,119.1157589216419
2022-03-09,119.54980032312432
2022-03-10,119.26430736928924
2022-03-11,120.31766601197774
2022-03-14,120.38470569412708
2022-03-15,124.28709886782028
2022-03-16,128.79677793567603
2022-03-17,129.49075242883663
2022-03-18,132.28457480196906
2022-03-21,132.55785826109607
2022-03-22,130.8048172667852
2022-03-23,132.39598087724684
2022-03-24,132.8643629841884
2022-03-25,136.0014369888692
2022-03-28,135.98979425068316
2022-03-29,131.2678653559385
2022-03-30,133.52064383675534
2022-03-31,136.91373500948097
2022-04-01,135.0220065059816
2022-04-04,134.54238644949098
2022-04-05,133.39443267914837
2022-04-06,135.5692082222724
2022-04-07,137.4100120549629
2022-04-08,138.96523126977382
2022-04-11,135.6941429207833
2022-04-12,134.2828816789
2022-04-13,137.7873372334266
2022-04-14,135.6898495087912
2022-04-18,132.0997668421994
2022-04-19,137.52087681248756
2022-04-20,135.28552363747497
2022-04-21,130.60137575825198
2022-04-22,124.2958507795683
2022-04-25,124.49090122807928
2022-04-26,119.3143062215794
2022-04-27,118.83240299564996
2022-04-28,124.68370085983376
2022-04-29,115.47215128675701
2022-05-02,115.9612177750096
2022-05-03,116.52153373988396
2022-05-04,122.7023563020491
2022-05-05,115.60483159643158
2022-05-06,114.36256362512655
2022-05-09,104.13489935649221
2022-05-10,104.92723320598058
2022-05-11,99.48702834954676
2022-05-12,102.03919546442353
2022-05-13,110.64460552721802
2022-05-16,108.60072823171939
2022-05-17,112.42206314474613
2022-05-18,103.40445262461547
2022-05-19,106.23591916718054
2022-05-20,105.57759564539829
2022-05-23,107.33918956188919
2022-05-24,102.76810599177848
2022-05-25,107.14258860473703
2022-05-26,113.8812324722343
2022-05-27,120.33953566435619
2022-05-31,117.18969783970672
2022-06-01,112.61301755077028
2022-06-02,115.70683943905921
2022-06-03,112.32416925300681
2022-06-06,113.59468633499469
2022-06-07,116.21490994648234
2022-06-08,115.39587840581149
2022-06-09,107.35071149575053
2022-06-10,99.67427075128985
2022-06-13,89.04044397373612
2022-06-14,87.8284408056374
2022-06-15,93.30777300951824
2022-06-16,86.04383033025466
2022-06-17,88.81540575515957
2022-06-21,91.64105433463754
2022-06-22,92.96876579618545
2022-06-23,97.10578229444549
2022-06-24,104.64256793989617
2022-06-27,103.38702230471263
2022-06-28,97.75381989683741
2022-06-29,95.86748345077353
2022-06-30,93.37947783422062
2022-07-01,96.9048861078973
2022-07-05,100.81004068293103
2022-07-06,98.9650777924438
2022-07-07,104.54461167435562
2022-07-08,103.91207374296555
2022-07-11,99.44213009629216
2022-07-12,99.57429555826188
2022-07-13,99.21060270983416
2022-07-14,95.1357361130616
2022-07-15,99.81937092734131
2022-07-18,100.87935316266221
2022-07-19,105.63554680142846
2022-07-20,110.80836490212006
2022-07-21,110.31418996158729
2022-07-22,105.7602282223502
2022-07-25,105.60392763839742
2022-07-26,102.14500317156013
2022-07-27,107.48201157520313
2022-07-28,109.60091321926862
2022-07-29,110.6280189865297
2022-08-01,111.68760465378612
2022-08-02,114.3666269550297
2022-08-03,117.99731386139305
2022-08-04,119.27635847613227
2022-08-05,119.10281708107856
2022-08-08,120.08665317455639
2022-08-09,120.57204661465441
2022-08-10,120.84042213956893
2022-08-11,120.97515948986798
2022-08-12,121.93733039165613
2022-08-15,122.07515621289268
2022-08-16,122.1338915391401
2022-08-17,121.7502164121062
2022-08-18,121.67393012618679
2022-08-19,121.4855188435393
2022-08-22,119.4409835652682
2022-08-23,119.46760099808375
2022-08-24,121.4332124347121
2022-08-25,123.90852933457596
2022-08-26,119.19458042533965
2022-08-29,120.06421285966483
2022-08-30,116.73802045630201
2022-08-31,117.24010031450645
2022-09-01,115.72252044849657
2022-09-02,117.85048177218725
2022-09-06,116.90949956145907
2022-09-07,119.81696351446274
2022-09-08,121.32792886645777
2022-09-09,124.21845846538125
2022-09-12,125.56370144480196
2022-09-13,125.74307152071864
2022-09-14,128.53251387081022
2022-09-15,127.21005760477382
2022-09-16,125.73200453779754
2022-09-19,125.99990531307976
2022-09-20,126.4702088124825
2022-09-21,126.90731714710189
2022-09-22,126.71116539496232
2022-09-23,123.094546471953
2022-09-26,121.36921459308726
2022-09-27,121.28684253586026
2022-09-28,124.96814487559115
2022-09-29,120.91576743372663
2022-09-30,116.05431644058233
2022-10-03,120.09441841006816
2022-10-04,122.48610179143603
2022-10-05,121.16076510726838
2022-10-06,121.86830669599506
2022-10-07,123.35573286756984
2022-10-10,123.63794002630102
2022-10-11,124.95834678707045
2022-10-12,123.52941340277518
2022-10-13,124.8500288864506
2022-10-14,121.60319154034875
2022-10-17,121.06203858739327
2022-10-18,122.68681093288599
2022-10-19,122.79442480057621
2022-10-20,124.25704065275308
2022-10-21,125.14435050299036
2022-10-24,125.40339727327319
2022-10-25,124.77691184057788
2022-10-26,127.62778627658648
2022-10-27,132.47595237919603
2022-10-28,131.35426889331782
2022-10-31,133.90695952862092
2022-11-01,134.89648629689444
2022-11-02,138.21295457206017
2022-11-03,140.51721445213363
2022-11-04,138.50460028262816
2022-11-07,139.30228139046204
2022-11-08,140.9343658236499
2022-11-09,137.88548971781188
2022-11-10,132.03461382849554
2022-11-11,124.94550935270198
2022-11-14,126.41718455250479
2022-11-15,125.50620464178273
2022-11-16,125.96675242337504
2022-11-17,127.51697003138896
2022-11-18,128.41500467772377
2022-11-21,131.00974901012128
2022-11-22,134.01902590427198
2022-11-23,132.36216027817233
2022-11-25,133.7137397092893
2022-11-28,132.10241129630737
2022-11-29,131.42078386426687
2022-11-30,133.63594424210552
2022-12-01,131.5661388997509
2022-12-02,133.7083152925849
2022-12-05,132.29423527485162
2022-12-06,132.52269923620426
2022-12-07,132.39880013000206
2022-12-08,132.5182490909215
2022-12-09,129.58902347980762
2022-12-12,131.4339436008938
2022-12-13,130.81381441031772
2022-12-14,132.58117261726673
2022-12-15,131.2404958036737
2022-12-16,130.72816232272
2022-12-19,131.1751779994425
2022-12-20,133.6243818702203
2022-12-21,136.91414953759895
2022-12-22,134.91626905925335
2022-12-23,135.75024356322905
2022-12-27,134.65913184305845
2022-12-28,131.34677255712666
2022-12-29,129.04507442746785
2022-12-30,128.7182854611438
2023-01-03,126.0287483987554
2023-01-04,123.67458668777887
2023-01-05,124.9617404666433
2023-01-06,130.6227207037474
2023-01-09,131.04052222920356
2023-01-10,131.1630795301275
2023-01-11,129.63154666173415
2023-01-12,131.93435218866065
2023-01-13,132.31148683532194
2023-01-17,131.1689416683172
2023-01-18,129.21276609144394
2023-01-19,128.42284997414683
2023-01-20,127.60043986835673
2023-01-23,127.39194802252385
2023-01-24,128.14748427235915
2023-01-25,129.29927447788438
2023-01-26,129.06879851667136
2023-01-27,128.6221272888846
2023-01-30,129.39577062523844
2023-01-31,129.22880137741564
2023-02-01,128.85636876850575
2023-02-02,125.59357060785993
2023-02-03,126.07863431035827
2023-02-06,125.95682628550149
2023-02-07,125.07346817513505
2023-02-08,125.1870903758698
2023-02-09,125.52093742069641
2023-02-10,126.32150493664878
2023-02-13,127.57888403362364
2023-02-14,125.27278551543428
2023-02-15,125.21415282932523
2023-02-16,125.29870081044909
2023-02-17,126.5152987250529
2023-02-21,125.6443783496248
2023-02-22,125.98841171564848
2023-02-23,125.39920043284904
2023-02-24,125.58879775036621
2023-02-27,125.35408723651352
2023-02-28,125.51502752200446
2023-03-01,125.75368083864726
2023-03-02,125.40459621845858
2023-03-03,124.3627037769608
2023-03-06,122.78701904862181
2023-03-07,122.51243963178393
2023-03-08,123.20498052896274
2023-03-09,123.64984075559563
2023-03-10,121.78819644694434
2023-03-13,124.0521969933748
2023-03-14,121.9841484233788
2023-03-15,120.84835235209444
2023-03-16,119.59105787560011
2023-03-17,119.34398933665355
2023-03-20,121.28962584929427
2023-03-21,120.283188967413
2023-03-22,119.84110917420468
2023-03-23,119.50660762562119
2023-03-24,120.04806568193536
2023-03-27,120.8736550060492
2023-03-28,121.2975108105136
2023-03-29,121.5932548966978
2023-03-30,122.12806911458244
2023-03-31,123.14770604231461
2023-04-03,122.76685011240718
2023-04-04,121.98279163011281
2023-04-05,122.2424234549965
2023-04-06,121.34058750338558
2023-04-10,121.57630824089124
2023-04-11,123.18675788747976
2023-04-12,123.36760378441886
2023-04-13,123.32703861084866
2023-04-14,122.24250853261314
2023-04-17,122.52032016398431
2023-04-18,121.97377547798249
2023-04-19,121.81091390731784
2023-04-20,124.18048497488137
2023-04-21,124.77019239109508
2023-04-24,125.45845378978818
2023-04-25,125.73077377115122
2023-04-26,123.46965088320098
2023-04-27,123.97059259159198
2023-04-28,124.6551029441482
2023-05-01,125.32705593379534
2023-05-02,123.11296763638119
2023-05-03,123.27903563968769
2023-05-04,123.14595030091175
2023-05-05,123.23211456236821
2023-05-08,122.66900841340464
2023-05-09,122.82270633670562
2023-05-10,122.59878410651972
2023-05-11,121.73636189175599
2023-05-12,122.35642763873483
2023-05-15,122.92075454610816
2023-05-16,120.91419454828707
2023-05-17,120.61849653698745
2023-05-18,120.25824203879681
2023-05-19,120.3957750476813
2023-05-22,119.46200547314092
2023-05-23,118.71487827973705
2023-05-24,118.26113872084035
2023-05-25,118.97881905533828
2023-05-26,119.79156767692226
2023-05-30,121.47018193700724
2023-05-31,121.90644393940748
2023-06-01,121.85817500264965
2023-06-02,121.53073711460219
2023-06-05,122.01346768577848
2023-06-06,123.62584414232951
2023-06-07,125.58286444637854
2023-06-08,125.29078512057444
2023-06-09,125.51949829400849
2023-06-12,125.9617629059432
2023-06-13,126.26542733405162
2023-06-14,126.81774834610731
2023-06-15,125.19761752336721
2023-06-16,125.85277577971617
2023-06-20,125.14589092253468
2023-06-21,123.61364473235167
2023-06-22,123.52644083768939
2023-06-23,122.54470259364251
2023-06-26,121.89108453280211
2023-06-27,122.76259184242367
2023-06-28,122.9785406957932
2023-06-29,122.62486111037026
2023-06-30,122.26809267294706
2023-07-03,123.8932436283399
2023-07-05,124.28210571578987
2023-07-06,124.19634989314038
2023-07-07,124.71382468534593
2023-07-10,122.88912482869077
2023-07-11,122.83259398330598
2023-07-12,122.83359598443518
2023-07-13,122.94871170130864
2023-07-14,121.47576499860983
2023-07-17,119.67567108358226
2023-07-18,120.99466750413724
2023-07-19,122.76344132401874
2023-07-20,122.94956836435112
2023-07-21,122.66558012699421
2023-07-24,123.39053421480509
2023-07-25,122.3290047397177
2023-07-26,123.4777743841597
2023-07-27,125.1316792082551
2023-07-28,124.65029769963252
2023-07-31,124.9125358968699
2023-08-01,124.12826470232315
2023-08-02,123.16334871543559
2023-08-03,122.3183992901691
2023-08-04,121.87635450329685
2023-08-07,121.46754026652124
2023-08-08,121.67705074825986
2023-08-09,120.1626397254719
2023-08-10,119.95197302693653
2023-08-11,119.83093789977116
2023-08-14,118.90317622391063
2023-08-15,118.32413930492415
2023-08-16,118.30232262186078
2023-08-17,119.62491234996105
2023-08-18,120.17191565112937
2023-08-21,120.55078824608911
2023-08-22,119.86052999764277
2023-08-23,119.20166945253855
2023-08-24,118.89614027926999
2023-08-25,118.65969523869308
2023-08-28,118.48840290568221
2023-08-29,117.70725325368434
2023-08-30,116.75753067186359
2023-08-31,116.7745366809327
2023-09-01,116.45516427030903
2023-09-05,117.37504223694394
2023-09-06,116.34849917624162
2023-09-07,115.3281661706929
2023-09-08,116.75366168616182
2023-09-11,116.85616745660163
2023-09-12,117.26655442331644
2023-09-13,117.71026726733439
2023-09-14,117.62682827189978
2023-09-15,118.2717368190512
2023-09-18,116.99545787468568
2023-09-19,116.96052542205994
2023-09-20,116.5056013683254
2023-09-21,117.10917104461365
2023-09-22,115.81086178096548
2023-09-25,115.54677144852359
2023-09-26,115.7470041378959
2023-09-27,115.4313602438365
2023-09-28,115.68355358875985
2023-09-29,116.88884041278565
2023-10-02,116.88687114287292
2023-10-03,116.9302713742658
2023-10-04,114.87342768562763
2023-10-05,114.65416401313334
2023-10-06,113.16465500553284
2023-10-09,112.58622325746623
2023-10-10,113.2781676072423
2023-10-11,112.38250635096651
2023-10-12,112.5089827462749
2023-10-13,112.37177418914449
2023-10-16,112.81225809686764
2023-10-17,113.13816291302487
2023-10-18,113.52381466594113
2023-10-19,115.018535522675
2023-10-20,114.45291397869673
2023-10-23,114.46202732642803
2023-10-24,116.56625528112902
2023-10-25,117.59945786781553
2023-10-26,117.83489351350927
2023-10-27,116.37715668065245
2023-10-30,116.87802931702636
2023-10-31,116.60494621813226
2023-11-01,116.02461363006684
2023-11-02,116.32176169193515
2023-11-03,116.9972180542297
2023-11-06,115.62502495719994
2023-11-07,115.40180900013951
2023-11-08,113.8048908493927
2023-11-09,112.25584191283104
2023-11-10,111.53017478862003
2023-11-13,111.05584129509272
2023-11-14,106.02768688071542
2023-11-15,104.11443593205658
2023-11-16,105.88633246098632
2023-11-17,105.27015717606568
2023-11-20,104.71710233069601
2023-11-21,104.94862397772818
2023-11-22,104.77108795016728
2023-11-24,104.22317151890684
2023-11-27,105.3135423394013
2023-11-28,104.88459727273204
2023-11-29,105.89586880679532
2023-11-30,105.42408630685968
2023-12-01,105.31180460423901
2023-12-04,105.54053732265999
2023-12-05,105.62245867173652
2023-12-06,105.92102096608929
2023-12-07,107.18563984609705
2023-12-08,107.45478448769148
2023-12-11,105.69955848969522
2023-12-12,104.02835126183548
2023-12-13,103.98346347385657
2023-12-14,105.78292638867457
2023-12-15,105.90007388066837
2023-12-18,105.21448535076298
2023-12-19,106.17587779697342
2023-12-20,106.36501819460038
2023-12-21,106.08329065264908
2023-12-22,105.75705352471074
2023-12-26,105.80688979547216
2023-12-27,105.57440238081364
2023-12-28,105.61943328875968
2023-12-29,105.46352578809068
