,0
2022-11-15,high_vol
2022-11-16,high_vol
2022-11-17,high_vol
2022-11-18,transition
2022-11-21,transition
2022-11-22,transition
2022-11-23,transition
2022-11-25,transition
2022-11-28,transition
2022-11-29,transition
2022-11-30,transition
2022-12-01,transition
2022-12-02,transition
2022-12-05,transition
2022-12-06,transition
2022-12-07,transition
2022-12-08,transition
2022-12-09,transition
2022-12-12,transition
2022-12-13,transition
2022-12-14,transition
2022-12-15,transition
2022-12-16,transition
2022-12-19,transition
2022-12-20,transition
2022-12-21,transition
2022-12-22,transition
2022-12-23,transition
2022-12-27,transition
2022-12-28,transition
2022-12-29,transition
2022-12-30,transition
2023-01-03,transition
2023-01-04,transition
2023-01-05,transition
2023-01-06,transition
2023-01-09,transition
2023-01-10,transition
2023-01-11,transition
2023-01-12,transition
2023-01-13,transition
2023-01-17,transition
2023-01-18,transition
2023-01-19,transition
2023-01-20,transition
2023-01-23,transition
2023-01-24,transition
2023-01-25,transition
2023-01-26,transition
2023-01-27,transition
2023-01-30,transition
2023-01-31,transition
2023-02-01,transition
2023-02-02,transition
2023-02-03,transition
2023-02-06,transition
2023-02-07,transition
2023-02-08,transition
2023-02-09,transition
2023-02-10,transition
2023-02-13,transition
2023-02-14,transition
2023-02-15,transition
2023-02-16,transition
2023-02-17,transition
2023-02-21,transition
2023-02-22,transition
2023-02-23,transition
2023-02-24,transition
2023-02-27,transition
2023-02-28,transition
2023-03-01,transition
2023-03-02,transition
2023-03-03,transition
2023-03-06,transition
2023-03-07,transition
2023-03-08,transition
2023-03-09,transition
2023-03-10,transition
2023-03-13,transition
2023-03-14,transition
2023-03-15,transition
2023-03-16,transition
2023-03-17,transition
2023-03-20,transition
2023-03-21,transition
2023-03-22,transition
2023-03-23,transition
2023-03-24,transition
2023-03-27,transition
2023-03-28,transition
2023-03-29,low_vol
2023-03-30,low_vol
2023-03-31,low_vol
2023-04-03,low_vol
2023-04-04,low_vol
2023-04-05,low_vol
2023-04-06,low_vol
2023-04-10,low_vol
2023-04-11,low_vol
2023-04-12,transition
2023-04-13,transition
2023-04-14,transition
2023-04-17,transition
2023-04-18,transition
2023-04-19,low_vol
2023-04-20,low_vol
2023-04-21,transition
2023-04-24,transition
2023-04-25,transition
2023-04-26,transition
2023-04-27,transition
2023-04-28,transition
2023-05-01,transition
2023-05-02,transition
2023-05-03,transition
2023-05-04,transition
2023-05-05,transition
2023-05-08,transition
2023-05-09,transition
2023-05-10,transition
2023-05-11,transition
2023-05-12,transition
2023-05-15,transition
2023-05-16,transition
2023-05-17,transition
2023-05-18,transition
2023-05-19,transition
2023-05-22,transition
2023-05-23,transition
2023-05-24,transition
2023-05-25,transition
2023-05-26,low_vol
2023-05-30,low_vol
2023-05-31,low_vol
2023-06-01,low_vol
2023-06-02,low_vol
2023-06-05,low_vol
2023-06-06,low_vol
2023-06-07,low_vol
2023-06-08,low_vol
2023-06-09,low_vol
2023-06-12,low_vol
2023-06-13,low_vol
2023-06-14,low_vol
2023-06-15,low_vol
2023-06-16,low_vol
2023-06-20,low_vol
2023-06-21,low_vol
2023-06-22,low_vol
2023-06-23,low_vol
2023-06-26,low_vol
2023-06-27,low_vol
2023-06-28,low_vol
2023-06-29,low_vol
2023-06-30,low_vol
2023-07-03,low_vol
2023-07-05,low_vol
2023-07-06,low_vol
2023-07-07,low_vol
2023-07-10,low_vol
2023-07-11,low_vol
2023-07-12,low_vol
2023-07-13,low_vol
2023-07-14,low_vol
2023-07-17,low_vol
2023-07-18,low_vol
2023-07-19,low_vol
2023-07-20,low_vol
2023-07-21,low_vol
2023-07-24,low_vol
2023-07-25,low_vol
2023-07-26,low_vol
2023-07-27,low_vol
2023-07-28,low_vol
2023-07-31,low_vol
2023-08-01,low_vol
2023-08-02,low_vol
2023-08-03,low_vol
2023-08-04,low_vol
2023-08-07,low_vol
2023-08-08,low_vol
2023-08-09,low_vol
2023-08-10,low_vol
2023-08-11,low_vol
2023-08-14,low_vol
2023-08-15,low_vol
2023-08-16,low_vol
2023-08-17,low_vol
2023-08-18,transition
2023-08-21,transition
2023-08-22,transition
2023-08-23,low_vol
2023-08-24,low_vol
2023-08-25,low_vol
2023-08-28,low_vol
2023-08-29,low_vol
2023-08-30,low_vol
2023-08-31,low_vol
2023-09-01,low_vol
2023-09-05,low_vol
2023-09-06,transition
2023-09-07,transition
2023-09-08,transition
2023-09-11,transition
2023-09-12,transition
2023-09-13,transition
2023-09-14,transition
2023-09-15,transition
2023-09-18,transition
2023-09-19,transition
2023-09-20,transition
2023-09-21,transition
2023-09-22,transition
2023-09-25,transition
2023-09-26,transition
2023-09-27,transition
2023-09-28,transition
2023-09-29,transition
2023-10-02,transition
2023-10-03,transition
2023-10-04,transition
2023-10-05,transition
2023-10-06,transition
2023-10-09,transition
2023-10-10,transition
2023-10-11,transition
2023-10-12,transition
2023-10-13,transition
2023-10-16,transition
2023-10-17,transition
2023-10-18,transition
2023-10-19,transition
2023-10-20,transition
2023-10-23,transition
2023-10-24,transition
2023-10-25,transition
2023-10-26,transition
2023-10-27,transition
2023-10-30,transition
2023-10-31,transition
2023-11-01,transition
2023-11-02,transition
2023-11-03,transition
2023-11-06,transition
2023-11-07,transition
2023-11-08,transition
2023-11-09,transition
2023-11-10,transition
2023-11-13,transition
2023-11-14,transition
2023-11-15,transition
2023-11-16,transition
2023-11-17,transition
2023-11-20,transition
2023-11-21,transition
2023-11-22,transition
2023-11-24,transition
2023-11-27,transition
2023-11-28,transition
2023-11-29,transition
2023-11-30,transition
2023-12-01,transition
2023-12-04,transition
2023-12-05,transition
2023-12-06,transition
2023-12-07,transition
2023-12-08,transition
2023-12-11,transition
2023-12-12,transition
2023-12-13,transition
2023-12-14,low_vol
2023-12-15,low_vol
2023-12-18,low_vol
2023-12-19,low_vol
2023-12-20,low_vol
2023-12-21,low_vol
2023-12-22,low_vol
2023-12-26,low_vol
2023-12-27,low_vol
2023-12-28,low_vol
2023-12-29,low_vol
